"x"
"Malignant neoplasm of gallbladder and extrahepatic bile ducts"|"156"
"Malignant neoplasm of pancreas"|"157"
"Malignant neoplasm of retroperitoneum and peritoneum"|"158"
"Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum"|"159"
"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"|"160"
"Malignant neoplasm of larynx"|"161"
"Malignant neoplasm of trachea, bronchus, and lung"|"162"
"Malignant neoplasm of pleura"|"163"
"Malignant neoplasm of thymus, heart, and mediastinum"|"164"
"Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs"|"165"
"Malignant neoplasm of bone and articular cartilage"|"170"
"Malignant neoplasm of connective and other soft tissue"|"171"
"Malignant melanoma of skin"|"172"
"Other and unspecified malignant neoplasm of skin"|"173"
"Malignant neoplasm of female breast"|"174"
"Malignant neoplasm of male breast"|"175"
"Kaposi's sarcoma"|"176"
"Malignant neoplasm of uterus, part unspecified"|"179"
"Malignant neoplasm of cervix uteri"|"180"
"Malignant neoplasm of placenta"|"181"
"Malignant neoplasm of body of uterus"|"182"
"Malignant neoplasm of ovary and other uterine adnexa"|"183"
"Malignant neoplasm of other and unspecified female genital organs"|"184"
"Malignant neoplasm of prostate"|"185"
"Malignant neoplasm of testis"|"186"
"Malignant neoplasm of penis and other male genital organs"|"187"
"Malignant neoplasm of bladder"|"188"
"Malignant neoplasm of kidney and other and unspecified urinary organs"|"189"
"Malignant neoplasm of eye"|"190"
"Malignant neoplasm of brain"|"191"
"Malignant neoplasm of other and unspecified parts of nervous system"|"192"
"Malignant neoplasm of thyroid gland"|"193"
"Malignant neoplasm of other endocrine glands and related structures"|"194"
"Malignant neoplasm of other and ill-defined sites"|"195"
"Secondary and unspecified malignant neoplasm of lymph nodes"|"196"
"Secondary malignant neoplasm of respiratory and digestive systems"|"197"
"Secondary malignant neoplasm of other specified sites"|"198"
"Lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue"|"200"
"Hodgkin's disease"|"201"
"Other malignant neoplasms of lymphoid and histiocytic tissue"|"202"
"Multiple myeloma and immunoproliferative neoplasms"|"203"
"Lymphoid leukemia"|"204"
"Myeloid leukemia"|"205"
"Monocytic leukemia"|"206"
"Other specified leukemia"|"207"
"Leukemia of unspecified cell type"|"208"
"Benign neoplasm of lip, oral cavity, and pharynx"|"210"
"Benign neoplasm of other parts of digestive system"|"211"
"Benign neoplasm of respiratory and intrathoracic organs"|"212"
"Benign neoplasm of bone and articular cartilage"|"213"
"Lipoma"|"214"
"Other benign neoplasm of connective and other soft tissue"|"215"
"Benign neoplasm of skin"|"216"
"Benign neoplasm of breast"|"217"
"Uterine leiomyoma"|"218"
"Other benign neoplasm of uterus"|"219"
"Benign neoplasm of ovary"|"220"
"Benign neoplasm of other female genital organs"|"221"
"Benign neoplasm of male genital organs"|"222"
"Benign neoplasm of kidney and other urinary organs"|"223"
"Benign neoplasm of eye"|"224"
"Benign neoplasm of brain and other parts of nervous system"|"225"
"Benign neoplasm of thyroid glands"|"226"
"Benign neoplasm of other endocrine glands and related structures"|"227"
"Hemangioma and lymphangioma, any site"|"228"
"Benign neoplasm of other and unspecified sites"|"229"
"Carcinoma in situ of digestive organs"|"230"
"Carcinoma in situ of respiratory system"|"231"
"Carcinoma in situ of skin"|"232"
"Carcinoma in situ of breast and genitourinary system"|"233"
"Carcinoma in situ of other and unspecified sites"|"234"
"Neoplasm of uncertain behavior of digestive and respiratory systems"|"235"
"Neoplasm of uncertain behavior of genitourinary organs"|"236"
"Neoplasm of uncertain behavior of endocrine glands and nervous system"|"237"
"Neoplasm of uncertain behavior of other and unspecified sites and tissues"|"238"
"Simple and unspecified goiter"|"240"
"Nontoxic nodular goiter"|"241"
"Thyrotoxicosis with or without goiter"|"242"
"Congenital hypothyroidism"|"243"
"Acquired hypothyroidism"|"244"
"Thyroiditis"|"245"
"Other disorders of thyroid"|"246"
"Secondary diabetes mellitus"|"249"
"Diabetes mellitus"|"250"
"Other disorders of pancreatic internal secretion"|"251"
"Disorders of parathyroid gland"|"252"
"Disorders of the pituitary gland and its hypothalamic control"|"253"
"Diseases of thymus gland"|"254"
"Disorders of adrenal glands"|"255"
"Ovarian dysfunction"|"256"
"Testicular dysfunction"|"257"
"Polyglandular dysfunction and related disorders"|"258"
"Other endocrine disorders"|"259"
"Kwashiorkor"|"260"
"Nutritional marasmus"|"261"
"Other severe protein-calorie malnutrition"|"262"
"Other and unspecified protein-calorie malnutrition"|"263"
"Vitamin A deficiency"|"264"
"Thiamine and niacin deficiency states"|"265"
"Deficiency of B-complex components"|"266"
"Ascorbic acid deficiency"|"267"
"Vitamin D deficiency"|"268"
"Other nutritional deficiencies"|"269"
"Disorders of amino-acid transport and metabolism"|"270"
"Disorders of carbohydrate transport and metabolism"|"271"
"Disorders of lipoid metabolism"|"272"
"Disorders of plasma protein metabolism"|"273"
"Gout"|"274"
"Disorders of mineral metabolism"|"275"
"Disorders of fluid, electrolyte, and acid-base balance"|"276"
"Other and unspecified disorders of metabolism"|"277"
"Overweight, obesity and other hyperalimentation"|"278"
"Disorders involving the immune mechanism"|"279"
"Iron deficiency anemias"|"280"
"Other deficiency anemias"|"281"
"Hereditary hemolytic anemias"|"282"
"Acquired hemolytic anemias"|"283"
"Aplastic anemia and other bone marrow failure syndromes"|"284"
"Other and unspecified anemias"|"285"
"Coagulation defects"|"286"
"Purpura and other hemorrhagic conditions"|"287"
"Diseases of white blood cells"|"288"
"Other diseases of blood and blood-forming organs"|"289"
"Dementias"|"290"
"Alcohol-induced mental disorders"|"291"
"Drug-induced mental disorders"|"292"
"Transient mental disorders due to conditions classified elsewhere"|"293"
"Persistent mental disorders due to conditions classified elsewhere"|"294"
"Schizophrenic disorders"|"295"
"Episodic mood disorders"|"296"
"Delusional disorders"|"297"
"Other nonorganic psychoses"|"298"
"Pervasive developmental disorders"|"299"
"Anxiety, dissociative and somatoform disorders"|"300"
"Personality disorders"|"301"
"Sexual and gender identity disorders"|"302"
"Alcohol dependence syndrome"|"303"
"Drug dependence"|"304"
"Nondependent abuse of drugs"|"305"
"Physiological malfunction arising from mental factors"|"306"
"Special symptoms or syndromes, not elsewhere classified"|"307"
"Acute reaction to stress"|"308"
"Adjustment reaction"|"309"
"Specific nonpsychotic mental disorders due to brain damage"|"310"
"Depressive disorder, not elsewhere classified"|"311"
"Disturbance of conduct, not elsewhere classified"|"312"
"Disturbance of emotions specific to childhood and adolescence"|"313"
"Hyperkinetic syndrome of childhood"|"314"
"Specific delays in development"|"315"
"Psychic factors associated with diseases classified elsewhere"|"316"
"Mild intellectual disabilities"|"317"
"Other specified intellectual disabilities"|"318"
"Unspecified intellectual disabilities"|"319"
"Bacterial meningitis"|"320"
"Meningitis due to other organisms"|"321"
"Meningitis of unspecified cause"|"322"
"Encephalitis, myelitis, and encephalomyelitis"|"323"
"Intracranial and intraspinal abscess"|"324"
"Phlebitis and thrombophlebitis of intracranial venous sinuses"|"325"
"Late effects of intracranial abscess or pyogenic infection"|"326"
"Organic sleep disorders"|"327"
"Cerebral degenerations usually manifest in childhood"|"330"
"Other cerebral degenerations"|"331"
"Parkinson's disease"|"332"
"Other extrapyramidal disease and abnormal movement disorders"|"333"
"Spinocerebellar disease"|"334"
"Anterior horn cell disease"|"335"
"Other diseases of spinal cord"|"336"
"Disorders of the autonomic nervous system"|"337"
"Pain, not elsewhere classified"|"338"
"Other headache syndromes"|"339"
"Multiple sclerosis"|"340"
"Other demyelinating diseases of central nervous system"|"341"
"Hemiplegia and hemiparesis"|"342"
"Infantile cerebral palsy"|"343"
"Other paralytic syndromes"|"344"
"Epilepsy and recurrent seizures"|"345"
"Migraine"|"346"
"Cataplexy and narcolepsy"|"347"
"Other conditions of brain"|"348"
"Other and unspecified disorders of the nervous system"|"349"
"Trigeminal nerve disorders"|"350"
"Facial nerve disorders"|"351"
"Disorders of other cranial nerves"|"352"
"Nerve root and plexus disorders"|"353"
"Mononeuritis of upper limb and mononeuritis multiplex"|"354"
"Mononeuritis of lower limb"|"355"
"Hereditary and idiopathic peripheral neuropathy"|"356"
"Inflammatory and toxic neuropathy"|"357"
"Myoneural disorders"|"358"
"Muscular dystrophies and other myopathies"|"359"
"Disorders of the globe"|"360"
"Retinal detachments and defects"|"361"
"Other retinal disorders"|"362"
"Chorioretinal inflammations, scars, and other disorders of choroid"|"363"
"Disorders of iris and ciliary body"|"364"
"Glaucoma"|"365"
"Cataract"|"366"
"Disorders of refraction and accommodation"|"367"
"Visual disturbances"|"368"
"Blindness and low vision"|"369"
"Keratitis"|"370"
"Corneal opacity and other disorders of cornea"|"371"
"Disorders of conjunctiva"|"372"
"Inflammation of eyelids"|"373"
"Other disorders of eyelids"|"374"
"Disorders of lacrimal system"|"375"
"Disorders of the orbit"|"376"
"Disorders of optic nerve and visual pathways"|"377"
"Strabismus and other disorders of binocular eye movements"|"378"
"Other disorders of eye"|"379"
"Disorders of external ear"|"380"
"Nonsuppurative otitis media and Eustachian tube disorders"|"381"
"Suppurative and unspecified otitis media"|"382"
"Mastoiditis and related conditions"|"383"
"Other disorders of tympanic membrane"|"384"
"Other disorders of middle ear and mastoid"|"385"
"Vertiginous syndromes and other disorders of vestibular system"|"386"
"Otosclerosis"|"387"
"Other disorders of ear"|"388"
"Hearing loss"|"389"
"Rheumatic fever without mention of heart involvement"|"390"
"Rheumatic fever with heart involvement"|"391"
"Rheumatic chorea"|"392"
"Chronic rheumatic pericarditis"|"393"
"Diseases of mitral valve"|"394"
"Diseases of aortic valve"|"395"
"Diseases of mitral and aortic valves"|"396"
"Diseases of other endocardial structures"|"397"
"Other rheumatic heart disease"|"398"
"Essential hypertension"|"401"
"Hypertensive heart disease"|"402"
"Hypertensive chronic kidney disease"|"403"
"Hypertensive heart and chronic kidney disease"|"404"
"Secondary hypertension"|"405"
"Acute myocardial infarction"|"410"
"Other acute and subacute forms of ischemic heart disease"|"411"
"Old myocardial infarction"|"412"
"Angina pectoris"|"413"
"Other forms of chronic ischemic heart disease"|"414"
"Acute pulmonary heart disease"|"415"
"Chronic pulmonary heart disease"|"416"
"Other diseases of pulmonary circulation"|"417"
"Acute pericarditis"|"420"
"Acute and subacute endocarditis"|"421"
"Acute myocarditis"|"422"
"Other diseases of pericardium"|"423"
"Other diseases of endocardium"|"424"
"Cardiomyopathy"|"425"
"Conduction disorders"|"426"
"Cardiac dysrhythmias"|"427"
"Heart failure"|"428"
"Ill-defined descriptions and complications of heart disease"|"429"
"Subarachnoid hemorrhage"|"430"
"Intracerebral hemorrhage"|"431"
"Other and unspecified intracranial hemorrhage"|"432"
"Occlusion and stenosis of precerebral arteries"|"433"
"Occlusion of cerebral arteries"|"434"
"Transient cerebral ischemia"|"435"
"Acute, but ill-defined, cerebrovascular disease"|"436"
"Other and ill-defined cerebrovascular disease"|"437"
"Late effects of cerebrovascular disease"|"438"
"Atherosclerosis"|"440"
"Aortic aneurysm and dissection"|"441"
"Other aneurysm"|"442"
"Other peripheral vascular disease"|"443"
"Arterial embolism and thrombosis"|"444"
"Atheroembolism"|"445"
"Polyarteritis nodosa and allied conditions"|"446"
"Other disorders of arteries and arterioles"|"447"
"Disease of capillaries"|"448"
"Septic arterial embolism"|"449"
"Phlebitis and thrombophlebitis"|"451"
"Portal vein thrombosis"|"452"
"Other venous embolism and thrombosis"|"453"
"Varicose veins of lower extremities"|"454"
"Hemorrhoids"|"455"
"Varicose veins of other sites"|"456"
"Noninfectious disorders of lymphatic channels"|"457"
"Hypotension"|"458"
"Other disorders of circulatory system"|"459"
"Acute nasopharyngitis [common cold]"|"460"
"Acute sinusitis"|"461"
"Acute pharyngitis"|"462"
"Acute tonsillitis"|"463"
"Acute laryngitis and tracheitis"|"464"
"Acute upper respiratory infections of multiple or unspecified sites"|"465"
"Acute bronchitis and bronchiolitis"|"466"
"Deviated nasal septum"|"470"
"Nasal polyps"|"471"
"Chronic pharyngitis and nasopharyngitis"|"472"
"Chronic sinusitis"|"473"
"Chronic disease of tonsils and adenoids"|"474"
"Peritonsillar abscess"|"475"
"Chronic laryngitis and laryngotracheitis"|"476"
"Allergic rhinitis"|"477"
"Other diseases of upper respiratory tract"|"478"
"Viral pneumonia"|"480"
"Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]"|"481"
"Other bacterial pneumonia"|"482"
"Pneumonia due to other specified organism"|"483"
"Pneumonia in infectious diseases classified elsewhere"|"484"
"Bronchopneumonia, organism unspecified"|"485"
"Pneumonia, organism unspecified"|"486"
"Influenza"|"487"
"Influenza due to certain identified influenza viruses"|"488"
"Bronchitis, not specified as acute or chronic"|"490"
"Chronic bronchitis"|"491"
"Emphysema"|"492"
"Asthma"|"493"
"Bronchiectasis"|"494"
"Extrinsic allergic alveolitis"|"495"
"Chronic airway obstruction, not elsewhere classified"|"496"
"Coal workers' pneumoconiosis"|"500"
"Asbestosis"|"501"
"Pneumoconiosis due to other silica or silicates"|"502"
"Pneumoconiosis due to other inorganic dust"|"503"
"Pneumonopathy due to inhalation of other dust"|"504"
"Pneumoconiosis, unspecified"|"505"
"Respiratory conditions due to chemical fumes and vapors"|"506"
"Pneumonitis due to solids and liquids"|"507"
"Respiratory conditions due to other and unspecified external agents"|"508"
"Empyema"|"510"
"Pleurisy"|"511"
"Pneumothorax and air leak"|"512"
"Abscess of lung and mediastinum"|"513"
"Pulmonary congestion and hypostasis"|"514"
"Postinflammatory pulmonary fibrosis"|"515"
"Other alveolar and parietoalveolar pneumonopathy"|"516"
"Lung involvement in conditions classified elsewhere"|"517"
"Other diseases of lung"|"518"
"Other diseases of respiratory system"|"519"
"Disorders of tooth development and eruption"|"520"
"Diseases of hard tissues of teeth"|"521"
"Diseases of pulp and periapical tissues"|"522"
"Gingival and periodontal diseases"|"523"
"Dentofacial anomalies, including malocclusion"|"524"
"Other diseases and conditions of the teeth and supporting structures"|"525"
"Diseases of the jaws"|"526"
"Diseases of the salivary glands"|"527"
"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"|"528"
"Diseases and other conditions of the tongue"|"529"
"Diseases of esophagus"|"530"
"Gastric ulcer"|"531"
"Duodenal ulcer"|"532"
"Peptic ulcer, site unspecified"|"533"
"Gastrojejunal ulcer"|"534"
"Gastritis and duodenitis"|"535"
"Disorders of function of stomach"|"536"
"Other disorders of stomach and duodenum"|"537"
"Gastrointestinal mucositis (ulcerative)"|"538"
"Complications of bariatric procedures"|"539"
"Acute appendicitis"|"540"
"Appendicitis, unqualified"|"541"
"Other appendicitis"|"542"
"Other diseases of appendix"|"543"
"Inguinal hernia"|"550"
"Other hernia of abdominal cavity, with gangrene"|"551"
"Other hernia of abdominal cavity, with obstruction, but without mention of gangrene"|"552"
"Other hernia of abdominal cavity without mention of obstruction or gangrene"|"553"
"Regional enteritis"|"555"
"Ulcerative colitis"|"556"
"Vascular insufficiency of intestine"|"557"
"Other and unspecified noninfectious gastroenteritis and colitis"|"558"
"Intestinal obstruction without mention of hernia"|"560"
"Diverticula of intestine"|"562"
"Functional digestive disorders, not elsewhere classified"|"564"
"Anal fissure and fistula"|"565"
"Abscess of anal and rectal regions"|"566"
"Peritonitis and retroperitoneal infections"|"567"
"Other disorders of peritoneum"|"568"
"Other disorders of intestine"|"569"
"Acute and subacute necrosis of liver"|"570"
"Chronic liver disease and cirrhosis"|"571"
"Liver abscess and sequelae of chronic liver disease"|"572"
"Other disorders of liver"|"573"
"Cholelithiasis"|"574"
"Other disorders of gallbladder"|"575"
"Other disorders of biliary tract"|"576"
"Diseases of pancreas"|"577"
"Gastrointestinal hemorrhage"|"578"
"Intestinal malabsorption"|"579"
"Acute glomerulonephritis"|"580"
"Nephrotic syndrome"|"581"
"Chronic glomerulonephritis"|"582"
"Nephritis and nephropathy, not specified as acute or chronic"|"583"
"Acute kidney failure"|"584"
"Chronic kidney disease (CKD)"|"585"
"Renal failure, unspecified"|"586"
"Renal sclerosis, unspecified"|"587"
"Disorders resulting from impaired renal function"|"588"
"Small kidney of unknown cause"|"589"
"Infections of kidney"|"590"
"Hydronephrosis"|"591"
"Calculus of kidney and ureter"|"592"
"Other disorders of kidney and ureter"|"593"
"Calculus of lower urinary tract"|"594"
"Cystitis"|"595"
"Other disorders of bladder"|"596"
"Urethritis, not sexually transmitted, and urethral syndrome"|"597"
"Urethral stricture"|"598"
"Other disorders of urethra and urinary tract"|"599"
"Hyperplasia of prostate"|"600"
"Inflammatory diseases of prostate"|"601"
"Other disorders of prostate"|"602"
"Hydrocele"|"603"
"Orchitis and epididymitis"|"604"
"Redundant prepuce and phimosis"|"605"
"Infertility, male"|"606"
"Disorders of penis"|"607"
"Other disorders of male genital organs"|"608"
"Benign mammary dysplasias"|"610"
"Other disorders of breast"|"611"
"Deformity and disproportion of reconstructed breast"|"612"
"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum"|"614"
"Inflammatory diseases of uterus, except cervix"|"615"
"Inflammatory disease of cervix, vagina, and vulva"|"616"
"Endometriosis"|"617"
"Genital prolapse"|"618"
"Fistula involving female genital tract"|"619"
"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"|"620"
"Disorders of uterus, not elsewhere classified"|"621"
"Noninflammatory disorders of cervix"|"622"
"Noninflammatory disorders of vagina"|"623"
"Noninflammatory disorders of vulva and perineum"|"624"
"Pain and other symptoms associated with female genital organs"|"625"
"Disorders of menstruation and other abnormal bleeding from female genital tract"|"626"
"Menopausal and postmenopausal disorders"|"627"
"Infertility, female"|"628"
"Other disorders of female genital organs"|"629"
"Hydatidiform mole"|"630"
"Other abnormal product of conception"|"631"
"Missed abortion"|"632"
"Ectopic pregnancy"|"633"
"Spontaneous abortion"|"634"
"Legally induced abortion"|"635"
"Illegally induced abortion"|"636"
"Unspecified abortion"|"637"
"Failed attempted abortion"|"638"
"Complications following abortion and ectopic and molar pregnancies"|"639"
"Hemorrhage in early pregnancy"|"640"
"Antepartum hemorrhage, abruptio placentae, and placenta previa"|"641"
"Hypertension complicating pregnancy, childbirth, and the puerperium"|"642"
"Excessive vomiting in pregnancy"|"643"
"Early or threatened labor"|"644"
"Late pregnancy"|"645"
"Other complications of pregnancy, not elsewhere classified"|"646"
"Infectious and parasitic conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium"|"647"
"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium"|"648"
"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"|"649"
"Normal delivery"|"650"
"Multiple gestation"|"651"
"Malposition and malpresentation of fetus"|"652"
"Disproportion"|"653"
"Abnormality of organs and soft tissues of pelvis"|"654"
"Known or suspected fetal abnormality affecting management of mother"|"655"
"Other known or suspected fetal and placental problems affecting management of mother"|"656"
"Polyhydramnios"|"657"
"Other problems associated with amniotic cavity and membranes"|"658"
"Other indications for care or intervention related to labor and delivery, not elsewhere classified"|"659"
"Obstructed labor"|"660"
"Abnormality of forces of labor"|"661"
"Long labor"|"662"
"Umbilical cord complications"|"663"
"Trauma to perineum and vulva during delivery"|"664"
"Other obstetrical trauma"|"665"
"Postpartum hemorrhage"|"666"
"Retained placenta without hemorrhage"|"667"
"Complications of the administration of anesthetic or other sedation in labor and delivery"|"668"
"Other complications of labor and delivery, not elsewhere classified"|"669"
"Major puerperal infection"|"670"
"Venous complications in pregnancy and the puerperium"|"671"
"Pyrexia of unknown origin during the puerperium"|"672"
"Obstetrical pulmonary embolism"|"673"
"Other and unspecified complications of the puerperium, not elsewhere classified"|"674"
"Infections of the breast and nipple associated with childbirth"|"675"
"Other disorders of the breast associated with childbirth and disorders of lactation"|"676"
"Late effect of complication of pregnancy, childbirth, and the puerperium"|"677"
"Other fetal conditions"|"678"
"Complications of in utero procedures"|"679"
"Carbuncle and furuncle"|"680"
"Cellulitis and abscess of finger and toe"|"681"
"Other cellulitis and abscess"|"682"
"Acute lymphadenitis"|"683"
"Impetigo"|"684"
"Pilonidal cyst"|"685"
"Other local infections of skin and subcutaneous tissue"|"686"
"Erythematosquamous dermatosis"|"690"
"Atopic dermatitis and related conditions"|"691"
"Contact dermatitis and other eczema"|"692"
"Dermatitis due to substances taken internally"|"693"
"Bullous dermatoses"|"694"
"Erythematous conditions"|"695"
"Psoriasis and similar disorders"|"696"
"Lichen"|"697"
"Pruritus and related conditions"|"698"
"Corns and callosities"|"700"
"Other hypertrophic and atrophic conditions of skin"|"701"
"Other dermatoses"|"702"
"Diseases of nail"|"703"
"Diseases of hair and hair follicles"|"704"
"Disorders of sweat glands"|"705"
"Diseases of sebaceous glands"|"706"
"Chronic ulcer of skin"|"707"
"Urticaria"|"708"
"Other disorders of skin and subcutaneous tissue"|"709"
"Diffuse diseases of connective tissue"|"710"
"Arthropathy associated with infections"|"711"
"Crystal arthropathies"|"712"
"Arthropathy associated with other disorders classified elsewhere"|"713"
"Rheumatoid arthritis and other inflammatory polyarthropathies"|"714"
"Osteoarthrosis and allied disorders"|"715"
"Other and unspecified arthropathies"|"716"
"Internal derangement of knee"|"717"
"Other derangement of joint"|"718"
"Other and unspecified disorders of joint"|"719"
"Ankylosing spondylitis and other inflammatory spondylopathies"|"720"
"Spondylosis and allied disorders"|"721"
"Intervertebral disc disorders"|"722"
"Other disorders of cervical region"|"723"
"Other and unspecified disorders of back"|"724"
"Polymyalgia rheumatica"|"725"
"Peripheral enthesopathies and allied syndromes"|"726"
"Other disorders of synovium, tendon, and bursa"|"727"
"Disorders of muscle, ligament, and fascia"|"728"
"Other disorders of soft tissues"|"729"
"Osteomyelitis, periostitis, and other infections involving bone"|"730"
"Osteitis deformans and osteopathies associated with other disorders classified elsewhere"|"731"
"Osteochondropathies"|"732"
"Other disorders of bone and cartilage"|"733"
"Flat foot"|"734"
"Acquired deformities of toe"|"735"
"Other acquired deformities of limbs"|"736"
"Curvature of spine"|"737"
"Other acquired deformity"|"738"
"Nonallopathic lesions, not elsewhere classified"|"739"
"Anencephalus and similar anomalies"|"740"
"Spina bifida"|"741"
"Other congenital anomalies of nervous system"|"742"
"Congenital anomalies of eye"|"743"
"Congenital anomalies of ear, face, and neck"|"744"
"Bulbus cordis anomalies and anomalies of cardiac septal closure"|"745"
"Other congenital anomalies of heart"|"746"
"Other congenital anomalies of circulatory system"|"747"
"Congenital anomalies of respiratory system"|"748"
"Cleft palate and cleft lip"|"749"
"Other congenital anomalies of upper alimentary tract"|"750"
"Other congenital anomalies of digestive system"|"751"
"Congenital anomalies of genital organs"|"752"
"Congenital anomalies of urinary system"|"753"
"Certain congenital musculoskeletal deformities"|"754"
"Other congenital anomalies of limbs"|"755"
"Other congenital musculoskeletal anomalies"|"756"
